"","study","country","ageGroup","framing","itemSet","subid","dateOfTest","durationOfTest","gender","religion","repeated","comments","sequence","phase","trialNum","factCat","factSub","factText","questionCat","questionSub","questionText","response"
"1254","1prime","us","adults","does that mean...?","cb2","1prime_47",NA,NA,NA,NA,NA,"1","4","test",11,"affect","valence","feels happy ","perception","vision","can see me",-1.5
"1255","1prime","us","adults","does that mean...?","cb2","1prime_76",NA,NA,NA,NA,NA,"1","4","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"1256","1prime","us","adults","does that mean...?","cb2","1prime_76",NA,NA,NA,NA,NA,"1","4","practice",2,NA,NA,"is walking around",NA,NA,"has legs",1.5
"1257","1prime","us","adults","does that mean...?","cb2","1prime_76",NA,NA,NA,NA,NA,"1","4","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",0.5
"1258","1prime","us","adults","does that mean...?","cb2","1prime_76",NA,NA,NA,NA,NA,"1","4","test",4,"autonomy","noise","is making noises all by itself","affect","arousal","can feel excited ",0.5
"1259","1prime","us","adults","does that mean...?","cb2","1prime_76",NA,NA,NA,NA,NA,"1","4","test",5,"inanimacy","metal_plastic","is made out of metal","autonomy","movement","can move itself from one side of the box to the other",0.5
"1260","1prime","us","adults","does that mean...?","cb2","1prime_76",NA,NA,NA,NA,NA,"1","4","test",6,"perception","vision","can see what the box looks like","perception","hearing","can hear what's going on around it",0.5
"1261","1prime","us","adults","does that mean...?","cb2","1prime_76",NA,NA,NA,NA,NA,"1","4","test",7,"affect","arousal","is feeling calm ","inanimacy","glass_clay","is made out of clay",-1.5
"1262","1prime","us","adults","does that mean...?","cb2","1prime_76",NA,NA,NA,NA,NA,"1","4","test",8,"autonomy","movement","is moving itself around the box","autonomy","noise","can make sounds on its own",0.5
"1263","1prime","us","adults","does that mean...?","cb2","1prime_76",NA,NA,NA,NA,NA,"1","4","test",9,"inanimacy","glass_clay","is made out of glass","affect","valence","can feel sad ",-1.5
"1264","1prime","us","adults","does that mean...?","cb2","1prime_76",NA,NA,NA,NA,NA,"1","4","test",10,"perception","hearing","can hear me","inanimacy","metal_plastic","is made out of plastic",-1.5
"1265","1prime","us","adults","does that mean...?","cb2","1prime_76",NA,NA,NA,NA,NA,"1","4","test",11,"affect","valence","feels happy ","perception","vision","can see me",0.5
"1266","1prime","us","adults","does that mean...?","cb2","1prime_95",NA,NA,NA,NA,NA,"1","4","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"1267","1prime","us","adults","does that mean...?","cb2","1prime_95",NA,NA,NA,NA,NA,"1","4","practice",2,NA,NA,"is walking around",NA,NA,"has legs",-1.5
"1268","1prime","us","adults","does that mean...?","cb2","1prime_95",NA,NA,NA,NA,NA,"1","4","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",-0.5
"1269","1prime","us","adults","does that mean...?","cb2","1prime_95",NA,NA,NA,NA,NA,"1","4","test",4,"autonomy","noise","is making noises all by itself","affect","arousal","can feel excited ",-1.5
"1270","1prime","us","adults","does that mean...?","cb2","1prime_95",NA,NA,NA,NA,NA,"1","4","test",5,"inanimacy","metal_plastic","is made out of metal","autonomy","movement","can move itself from one side of the box to the other",-0.5
"1271","1prime","us","adults","does that mean...?","cb2","1prime_95",NA,NA,NA,NA,NA,"1","4","test",6,"perception","vision","can see what the box looks like","perception","hearing","can hear what's going on around it",1.5
"1272","1prime","us","adults","does that mean...?","cb2","1prime_95",NA,NA,NA,NA,NA,"1","4","test",7,"affect","arousal","is feeling calm ","inanimacy","glass_clay","is made out of clay",0.5
"1273","1prime","us","adults","does that mean...?","cb2","1prime_95",NA,NA,NA,NA,NA,"1","4","test",8,"autonomy","movement","is moving itself around the box","autonomy","noise","can make sounds on its own",0.5
"1274","1prime","us","adults","does that mean...?","cb2","1prime_95",NA,NA,NA,NA,NA,"1","4","test",9,"inanimacy","glass_clay","is made out of glass","affect","valence","can feel sad ",-0.5
"1275","1prime","us","adults","does that mean...?","cb2","1prime_95",NA,NA,NA,NA,NA,"1","4","test",10,"perception","hearing","can hear me","inanimacy","metal_plastic","is made out of plastic",-1.5
"1276","1prime","us","adults","does that mean...?","cb2","1prime_95",NA,NA,NA,NA,NA,"1","4","test",11,"affect","valence","feels happy ","perception","vision","can see me",-1.5
"1277","1prime","us","adults","does that mean...?","cb2","1prime_104",NA,NA,NA,NA,NA,"1","5","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"1278","1prime","us","adults","does that mean...?","cb2","1prime_104",NA,NA,NA,NA,NA,"1","5","practice",2,NA,NA,"is walking around",NA,NA,"has legs",1.5
"1279","1prime","us","adults","does that mean...?","cb2","1prime_104",NA,NA,NA,NA,NA,"1","5","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",1.5
"1280","1prime","us","adults","does that mean...?","cb2","1prime_104",NA,NA,NA,NA,NA,"1","5","test",4,"inanimacy","glass_clay","is made out of clay","perception","vision","can see what the box looks like",-1.5
"1281","1prime","us","adults","does that mean...?","cb2","1prime_104",NA,NA,NA,NA,NA,"1","5","test",5,"affect","valence","feels sad ","autonomy","movement","can move itself from one side of the box to the other",0.5
"1282","1prime","us","adults","does that mean...?","cb2","1prime_104",NA,NA,NA,NA,NA,"1","5","test",6,"perception","hearing","can hear me","affect","arousal","can feel excited ",0.5
"1283","1prime","us","adults","does that mean...?","cb2","1prime_104",NA,NA,NA,NA,NA,"1","5","test",7,"autonomy","noise","is making noises all by itself","inanimacy","metal_plastic","is made out of metal",0.5
"1284","1prime","us","adults","does that mean...?","cb2","1prime_104",NA,NA,NA,NA,NA,"1","5","test",8,"affect","valence","feels happy ","affect","arousal","can feel calm ",1.5
"1285","1prime","us","adults","does that mean...?","cb2","1prime_104",NA,NA,NA,NA,NA,"1","5","test",9,"autonomy","movement","is moving itself around the box","perception","hearing","can hear what's going on around it",0.5
"1286","1prime","us","adults","does that mean...?","cb2","1prime_104",NA,NA,NA,NA,NA,"1","5","test",10,"inanimacy","metal_plastic","is made out of plastic","inanimacy","glass_clay","is made out of glass",-1.5
"1287","1prime","us","adults","does that mean...?","cb2","1prime_104",NA,NA,NA,NA,NA,"1","5","test",11,"perception","vision","can see me","autonomy","noise","can make sounds on its own",1.5
"1288","1prime","us","adults","does that mean...?","cb2","1prime_107",NA,NA,NA,NA,NA,"1","5","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"1289","1prime","us","adults","does that mean...?","cb2","1prime_107",NA,NA,NA,NA,NA,"1","5","practice",2,NA,NA,"is walking around",NA,NA,"has legs",1.5
"1290","1prime","us","adults","does that mean...?","cb2","1prime_107",NA,NA,NA,NA,NA,"1","5","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",0.5
"1291","1prime","us","adults","does that mean...?","cb2","1prime_107",NA,NA,NA,NA,NA,"1","5","test",4,"inanimacy","glass_clay","is made out of clay","perception","vision","can see what the box looks like",-1.5
"1292","1prime","us","adults","does that mean...?","cb2","1prime_107",NA,NA,NA,NA,NA,"1","5","test",5,"affect","valence","feels sad ","autonomy","movement","can move itself from one side of the box to the other",0.5
"1293","1prime","us","adults","does that mean...?","cb2","1prime_107",NA,NA,NA,NA,NA,"1","5","test",6,"perception","hearing","can hear me","affect","arousal","can feel excited ",0.5
"1294","1prime","us","adults","does that mean...?","cb2","1prime_107",NA,NA,NA,NA,NA,"1","5","test",7,"autonomy","noise","is making noises all by itself","inanimacy","metal_plastic","is made out of metal",-1.5
"1295","1prime","us","adults","does that mean...?","cb2","1prime_107",NA,NA,NA,NA,NA,"1","5","test",8,"affect","valence","feels happy ","affect","arousal","can feel calm ",0.5
"1296","1prime","us","adults","does that mean...?","cb2","1prime_107",NA,NA,NA,NA,NA,"1","5","test",9,"autonomy","movement","is moving itself around the box","perception","hearing","can hear what's going on around it",-0.5
"1297","1prime","us","adults","does that mean...?","cb2","1prime_107",NA,NA,NA,NA,NA,"1","5","test",10,"inanimacy","metal_plastic","is made out of plastic","inanimacy","glass_clay","is made out of glass",-1.5
"1298","1prime","us","adults","does that mean...?","cb2","1prime_107",NA,NA,NA,NA,NA,"1","5","test",11,"perception","vision","can see me","autonomy","noise","can make sounds on its own",0.5
"1299","1prime","us","adults","does that mean...?","cb2","1prime_112",NA,NA,NA,NA,NA,"1","5","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"1300","1prime","us","adults","does that mean...?","cb2","1prime_112",NA,NA,NA,NA,NA,"1","5","practice",2,NA,NA,"is walking around",NA,NA,"has legs",1.5
"1301","1prime","us","adults","does that mean...?","cb2","1prime_112",NA,NA,NA,NA,NA,"1","5","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",1.5
"1302","1prime","us","adults","does that mean...?","cb2","1prime_112",NA,NA,NA,NA,NA,"1","5","test",4,"inanimacy","glass_clay","is made out of clay","perception","vision","can see what the box looks like",1.5
"1303","1prime","us","adults","does that mean...?","cb2","1prime_112",NA,NA,NA,NA,NA,"1","5","test",5,"affect","valence","feels sad ","autonomy","movement","can move itself from one side of the box to the other",1.5
"1304","1prime","us","adults","does that mean...?","cb2","1prime_112",NA,NA,NA,NA,NA,"1","5","test",6,"perception","hearing","can hear me","affect","arousal","can feel excited ",1.5
"1305","1prime","us","adults","does that mean...?","cb2","1prime_112",NA,NA,NA,NA,NA,"1","5","test",7,"autonomy","noise","is making noises all by itself","inanimacy","metal_plastic","is made out of metal",0.5
"1306","1prime","us","adults","does that mean...?","cb2","1prime_112",NA,NA,NA,NA,NA,"1","5","test",8,"affect","valence","feels happy ","affect","arousal","can feel calm ",1.5
"1307","1prime","us","adults","does that mean...?","cb2","1prime_112",NA,NA,NA,NA,NA,"1","5","test",9,"autonomy","movement","is moving itself around the box","perception","hearing","can hear what's going on around it",0.5
"1308","1prime","us","adults","does that mean...?","cb2","1prime_112",NA,NA,NA,NA,NA,"1","5","test",10,"inanimacy","metal_plastic","is made out of plastic","inanimacy","glass_clay","is made out of glass",-0.5
"1309","1prime","us","adults","does that mean...?","cb2","1prime_112",NA,NA,NA,NA,NA,"1","5","test",11,"perception","vision","can see me","autonomy","noise","can make sounds on its own",0.5
"1310","1prime","us","adults","does that mean...?","cb2","1prime_187",NA,NA,NA,NA,NA,"1","5","practice",1,NA,NA,"is purple",NA,NA,"is green",-0.5
"1311","1prime","us","adults","does that mean...?","cb2","1prime_187",NA,NA,NA,NA,NA,"1","5","practice",2,NA,NA,"is walking around",NA,NA,"has legs",1.5
"1312","1prime","us","adults","does that mean...?","cb2","1prime_187",NA,NA,NA,NA,NA,"1","5","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",0.5
"1313","1prime","us","adults","does that mean...?","cb2","1prime_187",NA,NA,NA,NA,NA,"1","5","test",4,"inanimacy","glass_clay","is made out of clay","perception","vision","can see what the box looks like",1.5
"1314","1prime","us","adults","does that mean...?","cb2","1prime_187",NA,NA,NA,NA,NA,"1","5","test",5,"affect","valence","feels sad ","autonomy","movement","can move itself from one side of the box to the other",-0.5
"1315","1prime","us","adults","does that mean...?","cb2","1prime_187",NA,NA,NA,NA,NA,"1","5","test",6,"perception","hearing","can hear me","affect","arousal","can feel excited ",-0.5
"1316","1prime","us","adults","does that mean...?","cb2","1prime_187",NA,NA,NA,NA,NA,"1","5","test",7,"autonomy","noise","is making noises all by itself","inanimacy","metal_plastic","is made out of metal",-1.5
"1317","1prime","us","adults","does that mean...?","cb2","1prime_187",NA,NA,NA,NA,NA,"1","5","test",8,"affect","valence","feels happy ","affect","arousal","can feel calm ",0.5
"1318","1prime","us","adults","does that mean...?","cb2","1prime_187",NA,NA,NA,NA,NA,"1","5","test",9,"autonomy","movement","is moving itself around the box","perception","hearing","can hear what's going on around it",0.5
"1319","1prime","us","adults","does that mean...?","cb2","1prime_187",NA,NA,NA,NA,NA,"1","5","test",10,"inanimacy","metal_plastic","is made out of plastic","inanimacy","glass_clay","is made out of glass",-1.5
"1320","1prime","us","adults","does that mean...?","cb2","1prime_187",NA,NA,NA,NA,NA,"1","5","test",11,"perception","vision","can see me","autonomy","noise","can make sounds on its own",0.5
"1321","1prime","us","adults","does that mean...?","cb2","1prime_215",NA,NA,NA,NA,NA,"1","5","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"1322","1prime","us","adults","does that mean...?","cb2","1prime_215",NA,NA,NA,NA,NA,"1","5","practice",2,NA,NA,"is walking around",NA,NA,"has legs",1.5
"1323","1prime","us","adults","does that mean...?","cb2","1prime_215",NA,NA,NA,NA,NA,"1","5","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",0.5
"1324","1prime","us","adults","does that mean...?","cb2","1prime_215",NA,NA,NA,NA,NA,"1","5","test",4,"inanimacy","glass_clay","is made out of clay","perception","vision","can see what the box looks like",-1.5
"1325","1prime","us","adults","does that mean...?","cb2","1prime_215",NA,NA,NA,NA,NA,"1","5","test",5,"affect","valence","feels sad ","autonomy","movement","can move itself from one side of the box to the other",0.5
"1326","1prime","us","adults","does that mean...?","cb2","1prime_215",NA,NA,NA,NA,NA,"1","5","test",6,"perception","hearing","can hear me","affect","arousal","can feel excited ",0.5
"1327","1prime","us","adults","does that mean...?","cb2","1prime_215",NA,NA,NA,NA,NA,"1","5","test",7,"autonomy","noise","is making noises all by itself","inanimacy","metal_plastic","is made out of metal",0.5
"1328","1prime","us","adults","does that mean...?","cb2","1prime_215",NA,NA,NA,NA,NA,"1","5","test",8,"affect","valence","feels happy ","affect","arousal","can feel calm ",1.5
"1329","1prime","us","adults","does that mean...?","cb2","1prime_215",NA,NA,NA,NA,NA,"1","5","test",9,"autonomy","movement","is moving itself around the box","perception","hearing","can hear what's going on around it",0.5
"1330","1prime","us","adults","does that mean...?","cb2","1prime_215",NA,NA,NA,NA,NA,"1","5","test",10,"inanimacy","metal_plastic","is made out of plastic","inanimacy","glass_clay","is made out of glass",-1.5
"1331","1prime","us","adults","does that mean...?","cb2","1prime_215",NA,NA,NA,NA,NA,"1","5","test",11,"perception","vision","can see me","autonomy","noise","can make sounds on its own",0.5
"1332","1prime","us","adults","does that mean...?","cb2","1prime_227",NA,NA,NA,NA,NA,"1","5","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"1333","1prime","us","adults","does that mean...?","cb2","1prime_227",NA,NA,NA,NA,NA,"1","5","practice",2,NA,NA,"is walking around",NA,NA,"has legs",0.5
"1334","1prime","us","adults","does that mean...?","cb2","1prime_227",NA,NA,NA,NA,NA,"1","5","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",1.5
"1335","1prime","us","adults","does that mean...?","cb2","1prime_227",NA,NA,NA,NA,NA,"1","5","test",4,"inanimacy","glass_clay","is made out of clay","perception","vision","can see what the box looks like",-1.5
"1336","1prime","us","adults","does that mean...?","cb2","1prime_227",NA,NA,NA,NA,NA,"1","5","test",5,"affect","valence","feels sad ","autonomy","movement","can move itself from one side of the box to the other",0.5
"1337","1prime","us","adults","does that mean...?","cb2","1prime_227",NA,NA,NA,NA,NA,"1","5","test",6,"perception","hearing","can hear me","affect","arousal","can feel excited ",0.5
"1338","1prime","us","adults","does that mean...?","cb2","1prime_227",NA,NA,NA,NA,NA,"1","5","test",7,"autonomy","noise","is making noises all by itself","inanimacy","metal_plastic","is made out of metal",-1.5
"1339","1prime","us","adults","does that mean...?","cb2","1prime_227",NA,NA,NA,NA,NA,"1","5","test",8,"affect","valence","feels happy ","affect","arousal","can feel calm ",1.5
"1340","1prime","us","adults","does that mean...?","cb2","1prime_227",NA,NA,NA,NA,NA,"1","5","test",9,"autonomy","movement","is moving itself around the box","perception","hearing","can hear what's going on around it",0.5
"1341","1prime","us","adults","does that mean...?","cb2","1prime_227",NA,NA,NA,NA,NA,"1","5","test",10,"inanimacy","metal_plastic","is made out of plastic","inanimacy","glass_clay","is made out of glass",-1.5
"1342","1prime","us","adults","does that mean...?","cb2","1prime_227",NA,NA,NA,NA,NA,"1","5","test",11,"perception","vision","can see me","autonomy","noise","can make sounds on its own",0.5
"1343","1prime","us","adults","does that mean...?","cb2","1prime_286",NA,NA,NA,NA,NA,"1","5","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"1344","1prime","us","adults","does that mean...?","cb2","1prime_286",NA,NA,NA,NA,NA,"1","5","practice",2,NA,NA,"is walking around",NA,NA,"has legs",0.5
"1345","1prime","us","adults","does that mean...?","cb2","1prime_286",NA,NA,NA,NA,NA,"1","5","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",1.5
"1346","1prime","us","adults","does that mean...?","cb2","1prime_286",NA,NA,NA,NA,NA,"1","5","test",4,"inanimacy","glass_clay","is made out of clay","perception","vision","can see what the box looks like",-1.5
"1347","1prime","us","adults","does that mean...?","cb2","1prime_286",NA,NA,NA,NA,NA,"1","5","test",5,"affect","valence","feels sad ","autonomy","movement","can move itself from one side of the box to the other",0.5
"1348","1prime","us","adults","does that mean...?","cb2","1prime_286",NA,NA,NA,NA,NA,"1","5","test",6,"perception","hearing","can hear me","affect","arousal","can feel excited ",0.5
"1349","1prime","us","adults","does that mean...?","cb2","1prime_286",NA,NA,NA,NA,NA,"1","5","test",7,"autonomy","noise","is making noises all by itself","inanimacy","metal_plastic","is made out of metal",0.5
"1350","1prime","us","adults","does that mean...?","cb2","1prime_286",NA,NA,NA,NA,NA,"1","5","test",8,"affect","valence","feels happy ","affect","arousal","can feel calm ",0.5
"1351","1prime","us","adults","does that mean...?","cb2","1prime_286",NA,NA,NA,NA,NA,"1","5","test",9,"autonomy","movement","is moving itself around the box","perception","hearing","can hear what's going on around it",0.5
"1352","1prime","us","adults","does that mean...?","cb2","1prime_286",NA,NA,NA,NA,NA,"1","5","test",10,"inanimacy","metal_plastic","is made out of plastic","inanimacy","glass_clay","is made out of glass",-0.5
"1353","1prime","us","adults","does that mean...?","cb2","1prime_286",NA,NA,NA,NA,NA,"1","5","test",11,"perception","vision","can see me","autonomy","noise","can make sounds on its own",0.5
"1354","1prime","us","adults","does that mean...?","cb2","1prime_287",NA,NA,NA,NA,NA,"1","5","practice",1,NA,NA,"is purple",NA,NA,"is green",0.5
"1355","1prime","us","adults","does that mean...?","cb2","1prime_287",NA,NA,NA,NA,NA,"1","5","practice",2,NA,NA,"is walking around",NA,NA,"has legs",1.5
"1356","1prime","us","adults","does that mean...?","cb2","1prime_287",NA,NA,NA,NA,NA,"1","5","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",0.5
"1357","1prime","us","adults","does that mean...?","cb2","1prime_287",NA,NA,NA,NA,NA,"1","5","test",4,"inanimacy","glass_clay","is made out of clay","perception","vision","can see what the box looks like",-0.5
"1358","1prime","us","adults","does that mean...?","cb2","1prime_287",NA,NA,NA,NA,NA,"1","5","test",5,"affect","valence","feels sad ","autonomy","movement","can move itself from one side of the box to the other",0.5
"1359","1prime","us","adults","does that mean...?","cb2","1prime_287",NA,NA,NA,NA,NA,"1","5","test",6,"perception","hearing","can hear me","affect","arousal","can feel excited ",0.5
"1360","1prime","us","adults","does that mean...?","cb2","1prime_287",NA,NA,NA,NA,NA,"1","5","test",7,"autonomy","noise","is making noises all by itself","inanimacy","metal_plastic","is made out of metal",-0.5
"1361","1prime","us","adults","does that mean...?","cb2","1prime_287",NA,NA,NA,NA,NA,"1","5","test",8,"affect","valence","feels happy ","affect","arousal","can feel calm ",0.5
"1362","1prime","us","adults","does that mean...?","cb2","1prime_287",NA,NA,NA,NA,NA,"1","5","test",9,"autonomy","movement","is moving itself around the box","perception","hearing","can hear what's going on around it",-0.5
"1363","1prime","us","adults","does that mean...?","cb2","1prime_287",NA,NA,NA,NA,NA,"1","5","test",10,"inanimacy","metal_plastic","is made out of plastic","inanimacy","glass_clay","is made out of glass",-1.5
"1364","1prime","us","adults","does that mean...?","cb2","1prime_287",NA,NA,NA,NA,NA,"1","5","test",11,"perception","vision","can see me","autonomy","noise","can make sounds on its own",-0.5
"1365","1prime","us","adults","does that mean...?","cb2","1prime_39",NA,NA,NA,NA,NA,"1","5","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"1366","1prime","us","adults","does that mean...?","cb2","1prime_39",NA,NA,NA,NA,NA,"1","5","practice",2,NA,NA,"is walking around",NA,NA,"has legs",0.5
"1367","1prime","us","adults","does that mean...?","cb2","1prime_39",NA,NA,NA,NA,NA,"1","5","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",0.5
"1368","1prime","us","adults","does that mean...?","cb2","1prime_39",NA,NA,NA,NA,NA,"1","5","test",4,"inanimacy","glass_clay","is made out of clay","perception","vision","can see what the box looks like",-1.5
"1369","1prime","us","adults","does that mean...?","cb2","1prime_39",NA,NA,NA,NA,NA,"1","5","test",5,"affect","valence","feels sad ","autonomy","movement","can move itself from one side of the box to the other",0.5
"1370","1prime","us","adults","does that mean...?","cb2","1prime_39",NA,NA,NA,NA,NA,"1","5","test",6,"perception","hearing","can hear me","affect","arousal","can feel excited ",0.5
"1371","1prime","us","adults","does that mean...?","cb2","1prime_39",NA,NA,NA,NA,NA,"1","5","test",7,"autonomy","noise","is making noises all by itself","inanimacy","metal_plastic","is made out of metal",0.5
"1372","1prime","us","adults","does that mean...?","cb2","1prime_39",NA,NA,NA,NA,NA,"1","5","test",8,"affect","valence","feels happy ","affect","arousal","can feel calm ",0.5
"1373","1prime","us","adults","does that mean...?","cb2","1prime_39",NA,NA,NA,NA,NA,"1","5","test",9,"autonomy","movement","is moving itself around the box","perception","hearing","can hear what's going on around it",0.5
"1374","1prime","us","adults","does that mean...?","cb2","1prime_39",NA,NA,NA,NA,NA,"1","5","test",10,"inanimacy","metal_plastic","is made out of plastic","inanimacy","glass_clay","is made out of glass",-0.5
"1375","1prime","us","adults","does that mean...?","cb2","1prime_39",NA,NA,NA,NA,NA,"1","5","test",11,"perception","vision","can see me","autonomy","noise","can make sounds on its own",0.5
"1376","1prime","us","adults","does that mean...?","cb2","1prime_118",NA,NA,NA,NA,NA,"1","6","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"1377","1prime","us","adults","does that mean...?","cb2","1prime_118",NA,NA,NA,NA,NA,"1","6","practice",2,NA,NA,"is walking around",NA,NA,"has legs",1.5
"1378","1prime","us","adults","does that mean...?","cb2","1prime_118",NA,NA,NA,NA,NA,"1","6","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",0.5
"1379","1prime","us","adults","does that mean...?","cb2","1prime_118",NA,NA,NA,NA,NA,"1","6","test",4,"perception","hearing","can hear what's going on around it","autonomy","movement","can move itself from one side of the box to the other",-0.5
"1380","1prime","us","adults","does that mean...?","cb2","1prime_118",NA,NA,NA,NA,NA,"1","6","test",5,"inanimacy","metal_plastic","is made out of metal","inanimacy","glass_clay","is made out of clay",-0.5
"1381","1prime","us","adults","does that mean...?","cb2","1prime_118",NA,NA,NA,NA,NA,"1","6","test",6,"autonomy","noise","is making noises all by itself","perception","vision","can see me",-0.5
"1382","1prime","us","adults","does that mean...?","cb2","1prime_118",NA,NA,NA,NA,NA,"1","6","test",7,"affect","arousal","is feeling excited","affect","valence","can feel sad ",0.5
"1383","1prime","us","adults","does that mean...?","cb2","1prime_118",NA,NA,NA,NA,NA,"1","6","test",8,"autonomy","movement","is moving itself around the box","inanimacy","metal_plastic","is made out of plastic",0.5
"1384","1prime","us","adults","does that mean...?","cb2","1prime_118",NA,NA,NA,NA,NA,"1","6","test",9,"perception","vision","can see what the box looks like","affect","valence","can feel happy ",0.5
"1385","1prime","us","adults","does that mean...?","cb2","1prime_118",NA,NA,NA,NA,NA,"1","6","test",10,"affect","arousal","is feeling calm ","autonomy","noise","can make sounds on its own",0.5
"1386","1prime","us","adults","does that mean...?","cb2","1prime_118",NA,NA,NA,NA,NA,"1","6","test",11,"inanimacy","glass_clay","is made out of glass","perception","hearing","can hear me",-1.5
"1387","1prime","us","adults","does that mean...?","cb2","1prime_199",NA,NA,NA,NA,NA,"1","6","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"1388","1prime","us","adults","does that mean...?","cb2","1prime_199",NA,NA,NA,NA,NA,"1","6","practice",2,NA,NA,"is walking around",NA,NA,"has legs",1.5
"1389","1prime","us","adults","does that mean...?","cb2","1prime_199",NA,NA,NA,NA,NA,"1","6","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",1.5
"1390","1prime","us","adults","does that mean...?","cb2","1prime_199",NA,NA,NA,NA,NA,"1","6","test",4,"perception","hearing","can hear what's going on around it","autonomy","movement","can move itself from one side of the box to the other",0.5
"1391","1prime","us","adults","does that mean...?","cb2","1prime_199",NA,NA,NA,NA,NA,"1","6","test",5,"inanimacy","metal_plastic","is made out of metal","inanimacy","glass_clay","is made out of clay",-1.5
"1392","1prime","us","adults","does that mean...?","cb2","1prime_199",NA,NA,NA,NA,NA,"1","6","test",6,"autonomy","noise","is making noises all by itself","perception","vision","can see me",0.5
"1393","1prime","us","adults","does that mean...?","cb2","1prime_199",NA,NA,NA,NA,NA,"1","6","test",7,"affect","arousal","is feeling excited","affect","valence","can feel sad ",0.5
"1394","1prime","us","adults","does that mean...?","cb2","1prime_199",NA,NA,NA,NA,NA,"1","6","test",8,"autonomy","movement","is moving itself around the box","inanimacy","metal_plastic","is made out of plastic",0.5
"1395","1prime","us","adults","does that mean...?","cb2","1prime_199",NA,NA,NA,NA,NA,"1","6","test",9,"perception","vision","can see what the box looks like","affect","valence","can feel happy ",0.5
"1396","1prime","us","adults","does that mean...?","cb2","1prime_199",NA,NA,NA,NA,NA,"1","6","test",10,"affect","arousal","is feeling calm ","autonomy","noise","can make sounds on its own",0.5
"1397","1prime","us","adults","does that mean...?","cb2","1prime_199",NA,NA,NA,NA,NA,"1","6","test",11,"inanimacy","glass_clay","is made out of glass","perception","hearing","can hear me",-1.5
"1398","1prime","us","adults","does that mean...?","cb2","1prime_222",NA,NA,NA,NA,NA,"1","6","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"1399","1prime","us","adults","does that mean...?","cb2","1prime_222",NA,NA,NA,NA,NA,"1","6","practice",2,NA,NA,"is walking around",NA,NA,"has legs",1.5
"1400","1prime","us","adults","does that mean...?","cb2","1prime_222",NA,NA,NA,NA,NA,"1","6","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",0.5
"1401","1prime","us","adults","does that mean...?","cb2","1prime_222",NA,NA,NA,NA,NA,"1","6","test",4,"perception","hearing","can hear what's going on around it","autonomy","movement","can move itself from one side of the box to the other",0.5
"1402","1prime","us","adults","does that mean...?","cb2","1prime_222",NA,NA,NA,NA,NA,"1","6","test",5,"inanimacy","metal_plastic","is made out of metal","inanimacy","glass_clay","is made out of clay",-1.5
"1403","1prime","us","adults","does that mean...?","cb2","1prime_222",NA,NA,NA,NA,NA,"1","6","test",6,"autonomy","noise","is making noises all by itself","perception","vision","can see me",0.5
"1404","1prime","us","adults","does that mean...?","cb2","1prime_222",NA,NA,NA,NA,NA,"1","6","test",7,"affect","arousal","is feeling excited","affect","valence","can feel sad ",0.5
"1405","1prime","us","adults","does that mean...?","cb2","1prime_222",NA,NA,NA,NA,NA,"1","6","test",8,"autonomy","movement","is moving itself around the box","inanimacy","metal_plastic","is made out of plastic",-0.5
"1406","1prime","us","adults","does that mean...?","cb2","1prime_222",NA,NA,NA,NA,NA,"1","6","test",9,"perception","vision","can see what the box looks like","affect","valence","can feel happy ",0.5
"1407","1prime","us","adults","does that mean...?","cb2","1prime_222",NA,NA,NA,NA,NA,"1","6","test",10,"affect","arousal","is feeling calm ","autonomy","noise","can make sounds on its own",0.5
"1408","1prime","us","adults","does that mean...?","cb2","1prime_222",NA,NA,NA,NA,NA,"1","6","test",11,"inanimacy","glass_clay","is made out of glass","perception","hearing","can hear me",-0.5
